Date,NTPC.NS,ONGC.NS,POWERGRID.NS,SBIN.NS,SUNPHARMA.NS,TATAMOTORS.NS,TATAMTRDVR.NS,TATASTEEL.NS,TCS.NS,WIPRO.NS
2020-03-25,61.16901779174805,48.783966064453125,66.05319213867188,178.74229431152344,332.606201171875,69.8162841796875,29.70840072631836,11.537960052490234,1618.134033203125,171.7483673095703
2020-03-26,61.5165901184082,51.32025909423828,69.61412811279297,181.42483520507812,323.6607666015625,70.3628921508789,29.70840072631836,11.443419456481934,1655.71435546875,179.56629943847656
2020-03-27,64.10389709472656,51.082481384277344,70.33949279785156,184.43682861328125,323.6130065917969,70.26350402832031,30.253053665161133,11.153763771057129,1686.73095703125,180.45135498046875
2020-03-30,63.138484954833984,50.210628509521484,68.4271469116211,175.91856384277344,318.30316162109375,67.729248046875,29.75791358947754,10.220427513122559,1644.2042236328125,181.09054565429688
2020-03-31,65.03071594238281,54.13395690917969,69.9438247680664,185.28395080566406,337.0550231933594,70.61134338378906,30.649168014526367,10.846003532409668,1688.2100830078125,193.4320526123047
2020-04-01,62.55923080444336,52.112850189208984,67.96554565429688,175.58914184570312,328.68365478515625,67.53047943115234,29.65888786315918,10.715256690979004,1579.721435546875,186.35166931152344
2020-04-03,61.43933868408203,55.36246871948242,68.66893768310547,165.18838500976562,359.681640625,64.8968505859375,29.262773513793945,10.208358764648438,1529.2901611328125,177.00950622558594
2020-04-07,62.98402404785156,57.779876708984375,69.46025085449219,175.44793701171875,399.2901611328125,66.83480834960938,30.005483627319336,11.111523628234863,1641.153564453125,188.71177673339844
2020-04-08,65.80304718017578,59.00839614868164,69.61412811279297,172.24771118164062,417.8027648925781,67.1826400756836,29.955970764160156,11.053189277648926,1576.67041015625,189.69515991210938
2020-04-09,67.2704849243164,61.267269134521484,72.29581451416016,176.7186279296875,434.7846984863281,74.1394271850586,33.917091369628906,11.459511756896973,1632.787109375,193.4320526123047
2020-04-13,68.46761322021484,59.483951568603516,70.31751251220703,172.71835327148438,442.34283447265625,73.79158782958984,36.194732666015625,11.366982460021973,1626.408203125,186.05665588378906
2020-04-15,69.43303680419922,58.92913055419922,70.14165496826172,171.63592529296875,429.7619323730469,72.4499282836914,35.99667739868164,11.471579551696777,1604.1279296875,183.45068359375
2020-04-16,73.44918060302734,59.80097198486328,71.83421325683594,177.42457580566406,443.63446044921875,74.18911743164062,36.194732666015625,11.622442245483398,1586.4703369140625,184.7290802001953
2020-04-17,73.75811004638672,60.47468948364258,73.74655151367188,181.8954620361328,437.320068359375,76.37553405761719,35.749107360839844,11.80146598815918,1669.812744140625,183.89320373535156
2020-04-20,76.3840560913086,58.6517219543457,72.75741577148438,181.18954467773438,452.9147033691406,79.95330810546875,36.293766021728516,11.521867752075195,1681.32275390625,178.0912322998047
2020-04-21,75.1483154296875,54.9661750793457,71.50450134277344,173.8948974609375,452.67547607421875,74.18911743164062,34.065635681152344,10.699164390563965,1606.43896484375,175.09188842773438
2020-04-22,75.38002014160156,51.79581069946289,71.3066635131836,177.61280822753906,453.8236083984375,75.43140411376953,34.36271667480469,10.795717239379883,1635.8837890625,175.58358764648438
2020-04-23,73.52642059326172,53.38098907470703,69.46025085449219,175.73033142089844,456.7894287109375,75.18294525146484,34.4122314453125,10.874165534973145,1736.4224853515625,177.89453125
2020-04-24,72.13619232177734,53.579139709472656,69.96582794189453,169.1886749267578,464.53887939453125,73.74189758300781,33.3724365234375,10.763532638549805,1681.2303466796875,174.796875
2020-04-27,71.32526397705078,54.252845764160156,70.16364288330078,170.27110290527344,468.70068359375,74.78541564941406,33.52097702026367,10.928475379943848,1697.9171142578125,179.0254364013672
